adjudication_id	matching_mode	accession	start	end	strand	reference_start	reference_end	curated_reference_product	prediction_A	prediction_B	reviewer_category_A	reviewer_category_B	reviewer_notes
9f2fbd10c6fd3c34	relaxed	NC_000866.4	135772	136278	-	135772	136275	inhibitor of host transcription	inhibitor of host transcription	protein alc			
1a87475ee1e8bf57	relaxed	NC_000866.4	136340	137464	-	136340	137464	RNA ligase and tail fiber protein attachment catalyst	RNA ligase and tail fiber protein attachment catalyst	rna ligase 1			
e711e94db7cf90cc	relaxed	NC_000866.4	137517	137927	-	137517	137951	endonuclease	endonuclease ii	endonuclease			
8e4e11793f91cc51	relaxed	NC_000866.4	139991	140416	-	139991	140416	homing endonuclease	probable mobile endonuclease e	homing endonuclease			
5440f0fcccf57a47	relaxed	NC_000866.4	140416	142680	-	140416	142680	NrdA-like aerobic NDP reductase large subunit	ribonucleotide reductase large subunit	ribonucleoside-diphosphate reductase subunit alpha			
fe05428cec5d7364	relaxed	NC_000866.4	143694	144431	-	143694	144431	homing endonuclease	intron-associated endonuclease 1	homing endonuclease			
5df51a1a6c27fa20	relaxed	NC_000866.4	146948	147853	-	146948	147853	single strand DNA binding protein	single-stranded dna-binding protein	single strand DNA binding protein			
4c1065557669e09d	relaxed	NC_000866.4	148543	149181	-	148543	149196	DNA helicase loader	dna helicase assembly protein	DNA helicase loader			
774e0fcea77284b0	relaxed	NC_000866.4	149193	149531	-	149193	149531	late promoter transcriptional regulator	late promoter transcriptional regulator	late transcription coactivator			
6c9c000affa16377	relaxed	NC_000866.4	149509	149778	-	149509	149778	transcriptional regulator	double-stranded dna-binding protein	transcriptional regulator			
fdcc3459e9d92156	relaxed	NC_000866.4	149787	150704	-	149787	150704	RnaseH	ribonuclease h	exonuclease			
5ebc639c3eae92f3	relaxed	NC_000866.4	150809	154678	+	150809	154678	tail fiber protein proximal subunit	long-tail fiber proximal subunit	tail fiber protein proximal subunit			
7ceec3cf07bfec5c	relaxed	NC_000866.4	154687	155805	+	154687	155805	long tail fiber protein proximal connector	long tail fiber protein proximal connector	long-tail fiber protein gp35			
375efb5c9ddfb64b	relaxed	NC_000866.4	155868	156533	+	155868	156533	hinge connector of long tail fiber protein distal connector	tail fiber protein	hinge connector of long tail fiber protein distal connector			
326120539ea6bbad	relaxed	NC_000866.4	156542	159622	+	156542	159622	long tail fiber protein distal subunit	long-tail fiber protein gp37	long tail fiber protein distal subunit			
dbc0a085b2f5acd1	relaxed	NC_000866.4	159649	160200	+	159649	160200	tail fiber assembly	tail fiber assembly protein	tail fiber assembly			
a3270390a0dd560e	relaxed	NC_000866.4	160878	161150	-	160878	161150	anti-sigma factor	anti-sigma factor	10 kda anti-sigma factor			
cd209f4f5578fe24	relaxed	NC_000866.4	161312	161590	-	161312	161590	inhibitor of MrcBC restriction	anti-restriction endonuclease	inhibitor of MrcBC restriction			
c32e195044bfaba5	relaxed	NC_000866.4	162967	163602	-	162967	163602	MotA-like activator of middle period transcription	MotA-like activator of middle period transcription	middle transcription regulatory protein mota			
53113257d736dbf4	relaxed	NC_000866.4	163876	165204	-	163876	165204	DNA topoisomerase II	dna topoisomerase medium subunit	DNA topoisomerase II			
2f4e4f42f1a65dbe	relaxed	NC_000866.4	165585	166040	-	165585	166040	Ndd-like nucleoid disruption protein	nucleoid disruption protein	Ndd-like nucleoid disruption protein			
012d415aafdf735c	relaxed	NC_000866.4	167103	167660	-	167103	167660	DenB-like DNA endonuclease IV	endonuclease iv	DenB-like DNA endonuclease IV			
30b074968c319120	relaxed	NC_000866.4	167965	168903	-	167965	168903	RIIB lysis inhibitor	protein riib	RIIB lysis inhibitor			
995928b4790ebe48	relaxed	NC_001416.1	2633	2839	+	2633	2839	head-tail adaptor Ad1	head completion protein	head-tail adaptor Ad1			
2fa008ff045c9440	relaxed	NC_001416.1	2836	4437	+	2836	4437	portal protein	portal protein	portal protein b			
0a3f6245469e71b0	relaxed	NC_001416.1	5747	6079	+	5747	6079	head decoration	capsid decoration protein	head decoration			
a22aaf8e03057e25	relaxed	NC_001416.1	7163	7600	+	7202	7600	DNA packaging chaperone FI	DNA packaging chaperone FI	dna-packaging protein fi			
17a17e29d45a9753	relaxed	NC_001416.1	7678	7965	+	7612	7965	head closure Hc1	head closure protein hc1	head closure Hc1			
000a532e6d14988b	relaxed	NC_001416.1	7977	8555	+	7977	8555	tail protein	hypothetical protein	tail completion protein z			
2bddbf2e433aa4c3	relaxed	NC_001416.1	8552	8947	+	8552	8947	tail terminator	tail tube terminator protein	tail terminator			
5217655bec265ce5	relaxed	NC_001416.1	8955	9695	+	8955	9695	major tail protein	tail tube protein	major tail protein			
67b30ebe7d7d97aa	relaxed	NC_001416.1	9711	10133	+	9711	10133	minor tail protein G	hypothetical protein	tail assembly protein g			
46e643dd2a95de6a	relaxed	NC_001416.1	10160	10549	+	10115	10549	minor tail protein	putative minor tail protein	minor tail protein			
1fb2934ec0ab874c	relaxed	NC_001416.1	10542	13103	+	10542	13103	tail length tape measure protein	tail length tape measure protein	tape measure protein			
9e6cd1e263bdefa2	relaxed	NC_001416.1	13100	13429	+	13100	13429	minor tail protein	tail tip protein m	minor tail protein			
1a447fc76de3afeb	relaxed	NC_001416.1	13429	14127	+	13429	14127	minor tail protein	minor tail protein	tail tip protein l			
3bc8588f180a5d7b	relaxed	NC_001416.1	14276	14875	+	14276	14875	C40 family peptidase	tail tip assembly protein k	hypothetical protein			
cc2a1ba665c2d4c0	relaxed	NC_001416.1	14773	15444	+	14773	15444	tail assembly protein	hypothetical protein	tail tip assembly protein i			
0aca963ba4b5655c	relaxed	NC_001416.1	15505	18903	+	15505	18903	central tail fiber J	tail fiber protein	tip attachment protein j			
60c22aa4a49460a4	relaxed	NC_001416.1	18965	19585	+	18965	19585	Lom outer membrane protein	outer membrane protein lom	Lom outer membrane protein			
0684fde2164c9e7c	relaxed	NC_001416.1	21973	22557	+	21973	22557	tail fiber assembly	tail fiber assembly	tail fiber assembly protein			
4f576b79fb0a9a23	relaxed	NC_001416.1	22686	23918	-	22686	23918	ea47	protein ea47	hypothetical protein			
02d48706a66ce47f	relaxed	NC_001416.1	24509	25399	-	24509	25399	HNH endonuclease	protein ea31	HNH endonuclease			
9b905ca59c0bb2c8	relaxed	NC_001416.1	25396	26973	-	25396	26973	AAA family ATPase	hypothetical protein	protein ea59			
40826465fe926a21	relaxed	NC_001416.1	29374	29655	-	29374	29655	ea8.5	hypothetical protein	protein ea8.5			
4874f9e9de3712ad	relaxed	NC_001416.1	29847	30347	-	29847	30395	ead/Ea22-like family protein	protein ea22	hypothetical protein			
b403be21c958f6a1	relaxed	NC_001416.1	32025	32810	-	32025	32810	RecT-like ssDNA annealing protein	recombination protein bet	RecT-like ssDNA annealing protein			
2bea8bcb19535fa4	relaxed	NC_001416.1	32816	33232	-	32816	33232	gam-like host nuclease inhibitor	host-nuclease inhibitor protein gam	gam-like host nuclease inhibitor			
e6593d0213f6748d	relaxed	NC_001416.1	34087	34287	-	34087	34287	restriction alleviation ral	restriction inhibitor protein ral	restriction alleviation ral			
c784ace5c0039877	relaxed	NC_001416.1	34485	35036	+	34482	35036	SieB superinfection exclusion	superinfection exclusion protein b	SieB superinfection exclusion			
7da1ab244b1c194f	relaxed	NC_001416.1	35037	35438	-	35037	35438	anti-termination protein N-like	anti-termination protein N-like	antitermination protein n			
d7b01bef90743aea	relaxed	NC_001416.1	35825	36259	-	35825	36259	RexB-like exclusion protein	protein rexb	RexB-like exclusion protein			
28b42f71d854f3ae	relaxed	NC_001416.1	36275	37114	-	36275	37114	RexA-like exclusion protein	RexA-like exclusion protein	protein rexa			
bb9c06cac262c8aa	relaxed	NC_001416.1	37227	37940	-	37227	37940	LexA family transcriptional regulator	helix-turn-helix transcriptional regulator	hypothetical protein			
356d0cbef6f9d5f0	relaxed	NC_001416.1	38041	38241	+	38041	38241	Cro/CI family transcriptional regulator	regulatory protein cro	transcriptional repressor			
5c870436f53c9679	relaxed	NC_001416.1	38686	39585	+	38686	39585	replication initiation O-like	replication protein o	replication initiation O-like			
5cfee7945651ad0d	relaxed	NC_001416.1	39582	40283	+	39582	40283	DNA replication protein	helicase loader	hypothetical protein			
202bc6ee8f7ed3fa	relaxed	NC_001416.1	40280	40570	+	40280	40570	Ren-like exclusion protein	Ren-like exclusion protein	protein ren			
4e0a2b5b77ac213f	relaxed	NC_001416.1	40644	41084	+	40644	41084	NinB/ Orf homologous recombination mediator	NinB/ Orf homologous recombination mediator	protein ninb			
ca9cca0a78d8afec	relaxed	NC_001416.1	42429	43043	+	42429	43043	NinG/ Rap DNA junction specific endonuclease	NinG/ Rap DNA junction specific endonuclease	protein ning			
395ecdc53f02a786	relaxed	NC_001416.1	43886	44509	+	43886	44509	antitermination protein	antitermination protein q	anti-termination protein Q-like			
b03da99b45869013	relaxed	NC_001416.1	45186	45509	+	45186	45509	holin/anti-holin	holin/anti-holin	antiholin			
2e4da1532be692dc	relaxed	NC_001416.1	45966	46427	+	45966	46427	Rz-like spanin	spanin, inner membrane subunit	Rz-like spanin			
a3654d67cbfce480	relaxed	NC_001416.1	46459	46752	-	46459	46752	Bor-like outer membrane protein	lipoprotein bor	Bor-like outer membrane protein			
619e6b73caaad603	relaxed	NC_001604.1	925	1278	+	925	1278	ocr-like anti-restriction	ocr-like anti-restriction	protein ocr			
1ec0e4491502cdd2	relaxed	NC_001604.1	2021	3100	+	2021	3100	serine-threonine kinase	serine-threonine kinase	protein kinase 0.7			
b029dccd0747d105	relaxed	NC_001604.1	6137	6394	+	6137	6394	dGTPase inhibitor; target for F exclusion	dGTPase inhibitor target for F exclusion	inhibitor of dgtpase			
a5f1d6292fd23c3b	relaxed	NC_001604.1	8166	8756	+	8166	8756	nucleotide kinase	nucleotide kinase gp1.7	nucleotide kinase			
f917ca9d36f75300	relaxed	NC_001604.1	8892	9092	+	8898	9092	RNA polymerase inhibitor	bacterial rna polymerase inhibitor	RNA polymerase inhibitor			
651ac3805a2b3ad2	relaxed	NC_001604.1	9158	9856	+	9158	9856	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	single-stranded dna-binding protein			
c38cb997ef185073	relaxed	NC_001604.1	9857	10276	+	9857	10276	endonuclease	hnh endonuclease	endonuclease			
bbf8eeacff2431bc	relaxed	NC_001604.1	10257	10706	+	10257	10706	endonuclease	endonuclease i	endonuclease			
ee0d52ac3a63683d	relaxed	NC_001604.1	10706	11161	+	10706	11161	amidase	amidase	endolysin			
30f1501909708e47	relaxed	NC_001604.1	11225	11590	+	11225	11590	HNH endonuclease	protein 3.8	HNH endonuclease			
a09e00fb7c430964	relaxed	NC_001604.1	11565	13265	+	11565	13265	DNA primase/helicase	DNA primase/helicase	dna helicase/primase			
fc87380a75f4069d	relaxed	NC_001604.1	14353	16467	+	14353	16467	DNA polymerase I	DNA polymerase I	family-a dna polymerase			
34d9a6d0efeae737	relaxed	NC_001604.1	16851	17150	+	16851	17150	DUF2675 domain-containing protein	protein suppressor of silencing	hypothetical protein			
ff6a5fe2b822f3ba	relaxed	NC_001604.1	17359	17517	+	17359	17517	Gp5.9-like inihibitor of recBCD nuclease	Gp5.9-like inihibitor of recBCD nuclease	gene 5.9 protein			
e970a0e85e9bf71c	relaxed	NC_001604.1	18394	18507	+	18394	18507	DUF5516 domain-containing protein	protein 6.3	hypothetical protein			
bf1f2eac3a84ed6b	relaxed	NC_001604.1	18605	18859	+	18605	18859	DUF2717 domain-containing protein	protein 6.5	hypothetical protein			
4c3bee9130bfd176	relaxed	NC_001604.1	18864	19130	+	18864	19130	DUF5476 family protein	protein 6.7	hypothetical protein			
a83e6aa8120b8c22	relaxed	NC_001604.1	19130	19531	+	19130	19531	host range and adsorption protein	protein 7	host range and adsorption protein			
d1d9bc34b41e38d5	relaxed	NC_001604.1	19535	19834	+	19535	19834	host range and adsorption protein	protein 7.3	host range and adsorption protein			
c734070d9571741c	relaxed	NC_001604.1	20225	21850	+	20240	21850	head-tail adaptor	head-tail adaptor	portal protein			
7bf286d81eda5d0b	relaxed	NC_001604.1	21950	22873	+	21950	22873	head assembly	head assembly	capsid assembly scaffolding protein			
e280293e3fe477c6	relaxed	NC_001604.1	24228	24818	+	24228	24818	tail protein	tail protein	tail tubular protein gp11			
2214c234f2bca1d1	relaxed	NC_001604.1	24842	27226	+	24842	27226	tail protein	tail tubular protein gp12	tail protein			
0706d315d02fcf76	relaxed	NC_001604.1	27307	27723	+	27307	27723	internal virion protein	internal virion protein	probable scaffold protein gp13			
5814831e7f36d569	relaxed	NC_001604.1	27728	28318	+	27728	28318	internal virion protein	internal virion protein gp14	internal virion protein			
83daed9a9c5e9f2a	relaxed	NC_001604.1	28325	30568	+	28325	30568	internal virion protein	internal virion protein gp15	internal virion protein			
9c1ffd4fad8782b7	relaxed	NC_001604.1	30595	34551	+	30595	34551	internal virion protein with endolysin domain	peptidoglycan transglycosylase gp16	internal virion protein with endolysin domain			
ae6ce5040587bfd9	relaxed	NC_001604.1	36553	36822	+	36553	36822	terminase small subunit	terminase, small subunit gp18	terminase small subunit			
14c8042cada795c0	relaxed	NC_001604.1	36917	37348	+	36917	37348	Rz-like spanin	Rz-like spanin	spanin, inner membrane subunit			
5c16be08c70dfb81	relaxed	NC_005859.1	124	858	-	124	858	deoxynucleoside-5'-monophosphatase	5'-deoxynucleotidase	polynucleotide kinase			
abc993a65cc3b3d7	relaxed	NC_005859.1	1706	3376	-	1706	3376	DNA transfer protein	protein a1	DNA transfer protein			
37375f4ca0352d46	relaxed	NC_005859.1	3727	4134	-	3727	4134	DNA binding protein	DNA binding protein	protein a2			
65b4e25bc868bdee	relaxed	NC_005859.1	5411	5929	-	5411	5929	putative H-N-H-endonuclease P-TflVII	hnh endonuclease	hypothetical protein			
507a887f16849fb0	relaxed	NC_005859.1	18646	18936	-	18646	18936	putative thioredoxin	thioredoxin domain	thioredoxin domain			
259043288fde191f	relaxed	NC_005859.1	19931	20344	-	19931	20344	endolysin	endolysin	l-alanyl-d-glutamate peptidase			
595d02d0f54f5c9a	relaxed	NC_005859.1	21766	22518	-	21766	22518	deoxynucleoside monophosphate kinase	deoxynucleoside monophosphate kinase	deoxynucleoside-5'-monophosphate kinase			
30e3ed04f1e6b3ca	relaxed	NC_005859.1	23245	23742	-	23245	23742	H-N-H-endonuclease F-TflVI	HNH endonuclease	hnh endonuclease			
f1726a8f6bef34f6	relaxed	NC_005859.1	25638	26150	-	25638	26150	H-N-H-endonuclease F-TflV	HNH endonuclease	hnh endonuclease			
4def697b96edd4ef	relaxed	NC_005859.1	27656	28024	-	27656	28024	putative acetyltransferase-related protein	hypothetical protein	autonomous glycyl radical cofactor			
c3b890767ce63070	relaxed	NC_005859.1	31022	31606	-	31022	31606	HNH endonuclease	HNH endonuclease	h-n-h endonuclease f-tfli			
90373519d905308e	relaxed	NC_005859.1	36379	37062	-	36379	37062	HNH endonuclease	HNH endonuclease	h-n-h endonuclease f-tfliv			
118c967910d79134	relaxed	NC_005859.1	39791	40738	-	39791	40738	lipoprotein	lipoprotein	band 7/spfh family protein			
1317729c7cda43ea	relaxed	NC_005859.1	47861	48394	-	47861	48394	putative dihydrofolate reductase	dihydrofolate reductase	dihydrofolate reductase			
77f18e81d945e750	relaxed	NC_005859.1	48391	49536	-	48391	49536	putative aerobic ribonucleoside diphosphate reductase, small subunit	conserved phage protein of unknown function	ribonucleoside diphosphate reductase small subunit			
470ae3177322a2cc	relaxed	NC_005859.1	49536	50060	-	49536	50060	putative H-N-H-endonuclease P-TflVIII	HNH endonuclease	hnh endonuclease			
1645b68ea4249b92	relaxed	NC_005859.1	50163	52598	-	50163	52598	ribonucleoside-diphosphate reductase large subunit	ribonucleotide reductase large subunit	ribonucleotide reductase large subunit			
913b007330b80529	relaxed	NC_005859.1	53961	55685	+	53961	55685	NrdD-like anaerobic ribonucleotide reductase large subunit	NrdD-like anaerobic ribonucleotide reductase large subunit	anaerobic ribonucleoside-triphosphate reductase			
383cc6a9133e1d5a	relaxed	NC_005859.1	59545	62331	+	59545	62331	replication origin binding	replication origin binding	putative replication origin binding protein			
e8e379c9d302f5f8	relaxed	NC_005859.1	67310	68077	+	67310	68077	D5 protein	putative transcription factor d5	transcriptional regulator, D5-like			
e7721c3eb00955c1	relaxed	NC_005859.1	68109	69617	+	68109	69617	D6 protein	dnab-like replicative helicase	DnaB-like replicative helicase			
2d755b8bd1ab4b67	relaxed	NC_005859.1	69614	70147	+	69614	70147	putative H-N-H-endonuclease P-TflX	hnh endonuclease	HNH endonuclease			
441970c36e97131d	relaxed	NC_005859.1	70144	71034	+	70144	71034	putative DNA replication primase	dna primase	DNA primase			
46f99eea0d70bf36	relaxed	NC_005859.1	71097	73664	+	71097	73664	DNA polymerase	family-a dna polymerase	DNA polymerase			
63ac1aa22274d23d	relaxed	NC_005859.1	74151	75503	+	74151	75503	putative ATP-dependent helicase	DNA helicase	probable helicase d10			
f61b29ed6ce6dfbd	relaxed	NC_005859.1	76001	76774	+	76001	76774	single strand DNA binding protein	single strand DNA binding protein	probable ssdna-binding protein			
358dd4db3c6d4e48	relaxed	NC_005859.1	76811	77788	+	76811	77788	putative recombination endonuclease, subunit D12	probable exonuclease subunit 1	SbcD-like subunit of palindrome specific endonuclease			
1400d5320d622f7c	relaxed	NC_005859.1	77769	79607	+	77769	79607	putative recombination endonuclease, subunit D13	probable exonuclease subunit 2	SbcC-like subunit of palindrome specific endonuclease			
efacceb7fbf5138d	relaxed	NC_005859.1	79611	80093	+	79611	80093	RusA-like Holliday junction resolvase	RusA-like Holliday junction resolvase	protein d14			
c26f168de6e0807b	relaxed	NC_005859.1	80093	80968	+	80093	80968	flap endonuclease	flap endonuclease	exonuclease			
94e7cf25d3cfa613	relaxed	NC_005859.1	80965	81411	+	80965	81411	dUTPase	deoxyuridine 5'-triphosphate nucleotidohydrolase	dUTPase			
e3db591302f3f202	relaxed	NC_005859.1	81865	86055	-	81865	86055	tail fiber protein	side tail fiber protein pb1	tail fiber protein			
02d104c5e72c1ee4	relaxed	NC_005859.1	86294	86479	-	86294	86479	collar tail protein for L-shaped tail fibre attachment	collar tail protein for L-shaped tail fibre attachment	collar protein p132			
a6be804b968939a3	relaxed	NC_005859.1	86484	88550	-	86484	88550	straight fibre tail protein	straight fiber protein pb4	straight fibre tail protein			
db7b620a6feea257	relaxed	NC_005859.1	88551	91400	-	88551	91400	tail protein Pb3	baseplate hub protein pb3	central tail fiber J			
f391f2488c9ed891	relaxed	NC_005859.1	91397	92011	-	91397	92011	distal tail protein	distal tail protein pb9	distal tail protein			
40d09163786cc9a3	relaxed	NC_005859.1	92121	95780	-	92121	95780	tail length tape measure protein	tape measure protein pb2 precursor	tail length tape measure protein			
ade344c74f30cb34	relaxed	NC_005859.1	95777	96574	-	95777	96529	endonuclease	endonuclease	putative endonuclease			
44675d79ee241e28	relaxed	NC_005859.1	97458	98354	-	97458	98354	base plate tail tube protein	baseplate tube protein p140	base plate tail tube protein			
6b912ade74f024c0	relaxed	NC_005859.1	98359	99753	-	98359	99753	major tail protein	tail tube protein pb6	major tail protein			
a91222b17aaf54bc	relaxed	NC_005859.1	99780	100265	-	99780	100265	tail terminator	tail tube terminator protein p142	tail terminator			
69c2eac2d456f203	relaxed	NC_005859.1	100269	101036	-	100269	101036	tail completion or Neck1 protein	tail completion protein p143	tail completion or Neck1 protein			
04cd065f62ce9f8f	relaxed	NC_005859.1	101036	101548	-	101036	101548	head-tail adaptor	head-tail adaptor	head completion protein			
3a1306ac9f2d72dc	relaxed	NC_005859.1	103002	103634	-	103002	103634	head maturation protease	prohead protease	head maturation protease			
516e2ae805b109c6	relaxed	NC_005859.1	103638	104132	-	103638	104132	Hoc-like head decoration	tail protein	decoration protein			
f23d605d6067a3b6	relaxed	NC_005859.1	105773	106606	-	105773	106606	endonuclease	endonuclease	putative endonuclease			
bd46a33a6d5c8dc7	relaxed	NC_005859.1	107934	108416	-	107934	108416	terminase small subunit	terminase small subunit	probable terminase, small subunit			
c4185bb71d16c3df	relaxed	NC_005859.1	108427	110349	-	108427	110349	receptor binding tail protein	receptor-binding protein pb5	receptor binding tail protein			
66c7d9d72b39102b	relaxed	NC_005859.1	110429	110662	+	110429	110662	Cor superinfection exclusion protein	lytic conversion lipoprotein	Cor superinfection exclusion protein			
44ca9cb5fa9e6539	relaxed	NC_001422.1	2	136	+	51	221	K	dna replication initiation	DNA replication initiation			
ad97cd9b2ab485cd	relaxed	NC_001422.1	133	393	+	133	393	terminase	c protein	terminase			
a1a99b1b9e881625	relaxed	NC_001422.1	390	848	+	390	848	head morphogenesis	head morphogenesis	external scaffolding protein d			
86e76caab9864c78	relaxed	NC_001422.1	848	964	+	848	964	DNA condensation	dna-binding protein j	DNA condensation			
329349fcfb647e48	relaxed	NC_001422.1	1001	2284	+	1001	2284	major head protein	major head protein	capsid protein f			
eb70c9ed5bee1b55	relaxed	NC_001422.1	2395	2922	+	2395	2922	major spike protein	major spike protein g	major spike protein			
0b2f3090a01c646b	relaxed	NC_001422.1	2931	3917	+	2931	3917	pilot protein for DNA ejection	minor spike protein	pilot protein for DNA ejection			
beec691ad8640d90	relaxed	NC_002371.2	3893	4804	+	3893	4804	head scaffolding protein	head scaffolding protein	scaffolding protein			
a281e12a862ea8e4	relaxed	NC_002371.2	4804	6096	+	4804	6096	head protein	major capsid protein	head protein			
ba301cedc87a0a9d	relaxed	NC_002371.2	6328	6828	+	6328	6828	head-tail adaptor Ad3	head-to-tail adapter gp4	head-tail adaptor Ad3			
ac7e487adf69fd4c	relaxed	NC_002371.2	6788	8206	+	6788	8206	head closure Hc3	head closure Hc3	tail hub protein gp10			
a9bdd86fd4097483	relaxed	NC_002371.2	8210	8911	+	8210	8911	tail needle protein	tail needle protein	tail needle protein gp26			
0a66ccc7ef9f5032	relaxed	NC_002371.2	8911	9366	+	8911	9366	head morphogenesis	protein gp14	head morphogenesis			
7c69e644d512f05c	relaxed	NC_002371.2	9369	10058	+	9369	10058	DNA ejection	DNA ejection	dna transfer protein gp7			
d150f43c44ae4d78	relaxed	NC_002371.2	10069	11484	+	10069	11484	released from the phage upon host infection	internal virion protein gp20	released from the phage upon host infection			
43267aa617cf69bd	relaxed	NC_002371.2	11484	13313	+	11484	13313	head morphogenesis	internal virion protein gp16	head morphogenesis			
ba200f5c68de35b2	relaxed	NC_002371.2	14519	15106	-	14519	14770	partition protein ATPase	regulatory protein mnt	partition protein ATPase			
cb36f1a959f00776	relaxed	NC_002371.2	15091	15993	+	15091	15993	Ant	hypothetical protein	antirepressor protein ant			
713d0676e6476c63	relaxed	NC_002371.2	19713	20690	-	19713	20645	GtrB glycosyltransferase for O-antigen conversion	bactoprenol glucosyl transferase	GtrB glycosyltransferase for O-antigen conversion			
077cc5baf053422e	relaxed	NC_002371.2	20642	21004	-	20642	21004	GtrA-like O-antigen conversion	GtrA-like O-antigen conversion	bactoprenol-linked glucose translocase			
526d61a495ef34e3	relaxed	NC_002371.2	22746	23381	-	22746	23381	EaC	hypothetical protein	eac protein			
ac4067a32f75395d	relaxed	NC_002371.2	23758	24711	-	23758	24711	EaA	hypothetical protein	eaa protein			
4bb4c6851a10cf86	relaxed	NC_002371.2	24715	24903	-	24715	24909	EaI	eai protein	hypothetical protein			
2c5850cfab813123	relaxed	NC_002371.2	24906	25616	-	24906	25499	EaD	ead protein	hypothetical protein			
29348094b15da7c2	relaxed	NC_002371.2	25496	25855	-	25496	25855	EaF	hypothetical protein	eaf protein			
b5a7471dc1a29160	relaxed	NC_002371.2	25964	26461	-	25964	26461	EaE	eae protein	hypothetical protein			
49bc9596d54cd383	relaxed	NC_002371.2	26630	26923	-	26630	26923	abc2 anti-RecBCD	abc2 anti-RecBCD	anti-recbcd protein 2			
6c4abfac5fd2b2f7	relaxed	NC_002371.2	26970	27254	-	26970	27254	Abc1	transcriptional regulator, D5-like	anti-recbcd protein 1			
e91eca1fcb2f82f4	relaxed	NC_002371.2	27254	27871	-	27254	27871	Erf-like ssDNA annealing protein	Erf-like ssDNA annealing protein	essential recombination function protein			
b643e57ecd20bd67	relaxed	NC_002371.2	27868	28011	-	27868	28011	Erf recombination cofactor Arf	accessory recombination function protein	Erf recombination cofactor Arf			
49f0f30fd21e4c58	relaxed	NC_002371.2	28001	28189	-	28001	28189	Kil protein for bacterial septation inhibition	protein kil	Kil protein for bacterial septation inhibition			
01cf4c7ca2edf87c	relaxed	NC_002371.2	28170	28328	-	28170	28328	CIII anti-termination	CIII anti-termination	regulatory protein c3			
bc42b3354c6b1f35	relaxed	NC_002371.2	28414	28725	-	28414	28725	superinfection exclusion	superinfection exclusion	superinfection exclusion protein			
a7681b774f6e6a88	relaxed	NC_002371.2	29349	29543	-	29349	29543	restriction alleviation ral	restriction inhibitor protein ral	restriction alleviation ral			
b594b02283760302	relaxed	NC_002371.2	31013	31663	-	31013	31663	C2	hypothetical protein	helix-turn-helix transcriptional regulator			
624a1d63384dfd73	relaxed	NC_002371.2	31744	31929	+	31744	31929	transcriptional regulator	transcriptional regulator	regulatory protein cro			
630e818c6ad5c7e4	relaxed	NC_002371.2	32036	32314	+	32036	32314	CII-like transcriptional activator	CII-like transcriptional activator	transcriptional activator protein c1			
a1e7ea550785f1de	relaxed	NC_002371.2	32488	33303	+	32488	33303	replication initiation O-like	replication initiation O-like	dna replication protein gp18			
aaa3264c3b0349b2	relaxed	NC_002371.2	34750	35187	+	34750	35187	NinB/ Orf homologous recombination mediator	NinB/ Orf homologous recombination mediator	protein ninb			
2875f5ea88da5042	relaxed	NC_002371.2	35184	35357	+	35184	35357	NinD	protein nind	hypothetical protein			
603da021f63c2c76	relaxed	NC_002371.2	35324	35500	+	35324	35500	NinE	hypothetical protein	protein nine			
c4296b787ebee258	relaxed	NC_002371.2	35497	35835	+	35497	35835	NinX	putative protein ninx	hypothetical protein			
53edda5bc251875a	relaxed	NC_002371.2	35828	36004	+	35828	36004	NinF	hypothetical protein	protein ninf			
096e5fb6116f4643	relaxed	NC_002371.2	35997	36608	+	35997	36608	NinG/ Rap DNA junction specific endonuclease	NinG/ Rap DNA junction specific endonuclease	protein ning			
c9ac8f5c44e88c4a	relaxed	NC_002371.2	36605	36829	+	36605	36829	NinY	putative protein niny	hypothetical protein			
def1c5099ccc86a6	relaxed	NC_002371.2	36856	37029	+	36826	37029	NinH	hypothetical protein	protein ninh			
f0d23ee8b3c8117b	relaxed	NC_002371.2	37186	37809	+	37186	37809	transcription antitermination protein	anti-termination protein Q-like	antitermination protein q			
4215aa4f715283cd	relaxed	NC_002371.2	38244	38570	+	38244	38570	holin/anti-holin	antiholin	holin/anti-holin			
5e09080feb55adb0	relaxed	NC_002371.2	38988	39425	+	38988	39425	Rz-like spanin	Rz-like spanin	spanin, inner membrane subunit			
fd7af093e162bbab	relaxed	NC_002371.2	39644	40180	+	39575	40180	anti-repressor	Rha-like transcriptional regulator	uncharacterized 22.8 kda protein in gp15-gp3 intergenic region			
94fc8ff668e510f4	relaxed	NC_000929.1	339	863	-	339	863	transcriptional repressor	repressor protein c	transcriptional repressor			
3b876b0f58e17917	relaxed	NC_000929.1	1099	1326	+	1099	1326	transcriptional repressor	negative regulator of transcription	transcriptional repressor			
93b3ae35123e88c6	relaxed	NC_000929.1	1328	3319	+	1328	3319	Mu transposase C-terminal domain-containing protein	dde-recombinase a	hypothetical protein			
eebb3480d2951b4f	relaxed	NC_000929.1	3358	4296	+	3358	4296	DNA transposition protein	DNA transposition protein	atp-dependent target dna activator b			
b8dcf52b075f7fa5	relaxed	NC_000929.1	4312	4539	+	4315	4539	Kil protein for bacterial septation inhibition	Kil protein for bacterial septation inhibition	protein kil			
